input,output
"UX Designer | Design | Figma, Principle, Framer, Design Thinking","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces e-commerce
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Figma, Principle, Framer, Design Thinking
Prototypage : Figma, Principle
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Bac+2 en design, UX/UI
• Expérience : 7+ ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Figma, Principle
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Designer UX/UI | Design | Illustrator, Photoshop, InDesign, Procreate","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces e-commerce
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Illustrator, Photoshop, InDesign, Procreate
Prototypage : Figma, Principle
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : BTS en design, UX/UI
• Expérience : 3-5 ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Illustrator, Photoshop
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Creative Director | Design | Sketch, Craft, Anima, Avocode","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces dashboard
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Sketch, Craft, Anima, Avocode
Prototypage : Framer, ProtoPie
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Bac+3 en design, UX/UI
• Expérience : 2-3 ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Sketch, Craft
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Designer d'Interaction | Design | Sketch, Craft, Anima, Avocode","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces SaaS
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Sketch, Craft, Anima, Avocode
Prototypage : Adobe XD, InVision
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Bac+4 en design, UX/UI
• Expérience : 10+ ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Sketch, Craft
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Designer UX/UI | Design | Figma, Zeplin, Abstract, Maze","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces e-commerce
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Figma, Zeplin, Abstract, Maze
Prototypage : Adobe XD, InVision
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Licence en design, UX/UI
• Expérience : Confirmé (3-5 ans)
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Figma, Zeplin
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Creative Director | Design | Figma, Illustrator, Photoshop, InVision","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces applications mobiles
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Figma, Illustrator, Photoshop, InVision
Prototypage : Adobe XD, InVision
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Master 2 en design, UX/UI
• Expérience : 1-2 ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Figma, Illustrator
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Graphiste | Design | After Effects, Cinema 4D, Premiere Pro, Lottie","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces dashboard
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : After Effects, Cinema 4D, Premiere Pro, Lottie
Prototypage : Adobe XD, InVision
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Master 2 en design, UX/UI
• Expérience : 5+ ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de After Effects, Cinema 4D
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Product Designer | Design | Adobe XD, InVision Studio, Marvel, Proto.io","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces e-commerce
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Adobe XD, InVision Studio, Marvel, Proto.io
Prototypage : Framer, ProtoPie
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Bac+3 en design, UX/UI
• Expérience : 3-5 ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Adobe XD, InVision Studio
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"Design System Manager | Design | Figma, Adobe XD, Sketch, Prototyping","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces applications mobiles
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Figma, Adobe XD, Sketch, Prototyping
Prototypage : Framer, ProtoPie
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : Bac+2 en design, UX/UI
• Expérience : Confirmé (3-5 ans)
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Figma, Adobe XD
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
"UI Designer | Design | Figma, Illustrator, Photoshop, InVision","Créez des expériences utilisateur exceptionnelles et des interfaces visuellement attractives.

🎯 Missions principales :
• Concevoir des interfaces SaaS
• Conduire des recherches utilisateurs (interviews, tests, analytics)
• Créer des wireframes, maquettes et prototypes interactifs
• Maintenir et faire évoluer le design system
• Collaborer avec les développeurs pour l'implémentation
• Animer des ateliers de co-création
• Assurer la cohérence de l'expérience sur tous les supports

💻 Outils créatifs :
Design : Figma, Illustrator, Photoshop, InVision
Prototypage : Adobe XD, InVision
Collaboration : Miro, FigJam, Notion
Research : Optimal Workshop, Hotjar

👤 Profil recherché :
• Formation : DUT en design, UX/UI
• Expérience : 5+ ans
• Portfolio obligatoire démontrant votre processus de design
• Maîtrise de Figma, Illustrator
• Qualités : Créativité, empathie, esprit d'analyse, sens du détail"
